
==========================================================================
[1/10 집계] --env all --reps 10000
==========================================================================

===== LunarLander-v3 =====
               agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
  λ* [temporl vs rule_cautious] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함 (주의: 시드 5개뿐 — 시드 10개 기준 결론이 아님)
  λ* [dqn vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함 (주의: 시드 5개뿐 — 시드 10개 기준 결론이 아님)
  λ* [lazy vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함 (주의: 시드 5개뿐 — 시드 10개 기준 결론이 아님)
  λ* [temporl vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함 (주의: 시드 5개뿐 — 시드 10개 기준 결론이 아님)
  저장: results/aggregate/MinAtar_Freeway-v1@budget1M_iqm.csv, MinAtar_Freeway-v1@budget1M_lambda_star.json

===== MountainCar-v0 =====
           agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
             dqn     0.00       10          -160.41            -180.69            -141.99         141.12        0.62
             dqn     0.00       10          -172.41            -200.11            -137.11         128.90        0.37
             dqn     0.00       10          -174.18            -200.25            -140.65         134.05        0.38
             dqn     0.00       10          -164.85            -190.69            -139.95         123.43        0.52
             dqn     0.01       10          -171.92            -200.38            -136.71         116.02        0.38
             dqn     0.01       10          -197.11            -200.67            -173.35         120.32        0.09
             dqn     0.01       10          -197.49            -200.13            -181.15          33.47        0.03
             dqn     0.02       10          -200.41            -201.24            -200.00          21.75        0.00
             dqn     0.03       10          -200.00            -200.33            -200.00           0.00        0.00
             dqn     0.05       10          -200.00            -200.56            -200.00           0.00        0.00
             dqn     0.10       10          -200.00            -200.00            -200.00           0.00        0.00
             dqn     0.20       10          -200.00            -200.00            -200.00           0.00        0.00
             dqn     0.35       10          -200.00            -200.00            -200.00           0.00        0.00
             dqn     0.66       10          -200.00            -200.00            -200.00           0.00        0.00
            lazy     0.00       10          -127.86            -151.59            -117.77         125.21        0.94
            lazy     0.00       10          -152.03            -177.88            -131.80         138.12        0.73
            lazy     0.00       10          -142.28            -160.23            -126.64         132.16        0.87
            lazy     0.00       10          -144.42            -172.79            -120.37         132.66        0.85
            lazy     0.01       10          -137.73            -161.47            -125.09         121.10        0.85
            lazy     0.01       10          -167.62            -200.08            -130.87          91.05        0.43
            lazy     0.01       10          -155.79            -174.57            -133.16         122.84        0.64
            lazy     0.02       10          -159.14            -189.29            -129.25         105.19        0.59
            lazy     0.03       10          -167.44            -201.00            -133.05         105.01        0.52
            lazy     0.05       10          -187.20            -200.00            -157.91          43.11        0.22
            lazy     0.10       10          -191.51            -200.02            -157.64          17.51        0.13
            lazy     0.20       10          -200.00            -204.36            -190.57           0.00        0.00
            lazy     0.35       10          -200.00            -201.95            -197.79           0.00        0.00
            lazy     0.66       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_best     0.00       10          -119.34            -119.57            -119.06         119.34        1.00
       rule_best     0.00       10          -119.46            -119.69            -119.18         119.34        1.00
       rule_best     0.00       10          -119.58            -119.81            -119.30         119.34        1.00
       rule_best     0.00       10          -119.70            -119.93            -119.42         119.34        1.00
       rule_best     0.01       10          -119.94            -120.17            -119.66         119.34        1.00
       rule_best     0.01       10          -120.23            -120.47            -119.95         119.34        1.00
       rule_best     0.01       10          -120.53            -120.77            -120.25         119.34        1.00
       rule_best     0.02       10          -121.73            -121.96            -121.44         119.34        1.00
       rule_best     0.03       10          -122.92            -123.16            -122.63         119.34        1.00
       rule_best     0.05       10          -125.31            -125.55            -125.01         119.34        1.00
       rule_best     0.10       10          -131.27            -131.53            -130.97         119.34        1.00
       rule_best     0.20       10          -143.21            -143.49            -142.87         119.34        1.00
       rule_best     0.35       10          -161.11            -161.42            -160.73         119.34        1.00
       rule_best     0.66       10          -198.10            -198.49            -197.64         119.34        1.00
       rule_noop     0.00       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.00       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.00       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.00       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.01       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.01       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.01       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.02       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.03       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.05       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.10       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.20       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.35       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.66       10          -200.00            -200.00            -200.00           0.00        0.00
rule_periodic_k1     0.00       10          -200.00            -200.00            -200.00         200.00        0.00
rule_periodic_k1     0.00       10          -200.20            -200.20            -200.20         200.00        0.00
rule_periodic_k1     0.00       10          -200.40            -200.40            -200.40         200.00        0.00
rule_periodic_k1     0.00       10          -200.60            -200.60            -200.60         200.00        0.00
rule_periodic_k1     0.01       10          -201.00            -201.00            -201.00         200.00        0.00
rule_periodic_k1     0.01       10          -201.50            -201.50            -201.50         200.00        0.00
rule_periodic_k1     0.01       10          -202.00            -202.00            -202.00         200.00        0.00
rule_periodic_k1     0.02       10          -204.00            -204.00            -204.00         200.00        0.00
rule_periodic_k1     0.03       10          -206.00            -206.00            -206.00         200.00        0.00
rule_periodic_k1     0.05       10          -210.00            -210.00            -210.00         200.00        0.00
rule_periodic_k1     0.10       10          -220.00            -220.00            -220.00         200.00        0.00
rule_periodic_k1     0.20       10          -240.00            -240.00            -240.00         200.00        0.00
rule_periodic_k1     0.35       10          -270.00            -270.00            -270.00         200.00        0.00
rule_periodic_k1     0.66       10          -332.00            -332.00            -332.00         200.00        0.00
rule_periodic_k2     0.00       10          -200.00            -200.00            -200.00         100.00        0.00
rule_periodic_k2     0.00       10          -200.10            -200.10            -200.10         100.00        0.00
rule_periodic_k2     0.00       10          -200.20            -200.20            -200.20         100.00        0.00
rule_periodic_k2     0.00       10          -200.30            -200.30            -200.30         100.00        0.00
rule_periodic_k2     0.01       10          -200.50            -200.50            -200.50         100.00        0.00
rule_periodic_k2     0.01       10          -200.75            -200.75            -200.75         100.00        0.00
rule_periodic_k2     0.01       10          -201.00            -201.00            -201.00         100.00        0.00
rule_periodic_k2     0.02       10          -202.00            -202.00            -202.00         100.00        0.00
rule_periodic_k2     0.03       10          -203.00            -203.00            -203.00         100.00        0.00
rule_periodic_k2     0.05       10          -205.00            -205.00            -205.00         100.00        0.00
rule_periodic_k2     0.10       10          -210.00            -210.00            -210.00         100.00        0.00
rule_periodic_k2     0.20       10          -220.00            -220.00            -220.00         100.00        0.00
rule_periodic_k2     0.35       10          -235.00            -235.00            -235.00         100.00        0.00
rule_periodic_k2     0.66       10          -266.00            -266.00            -266.00         100.00        0.00
rule_periodic_k4     0.00       10          -200.00            -200.00            -200.00          50.00        0.00
rule_periodic_k4     0.00       10          -200.05            -200.05            -200.05          50.00        0.00
rule_periodic_k4     0.00       10          -200.10            -200.10            -200.10          50.00        0.00
rule_periodic_k4     0.00       10          -200.15            -200.15            -200.15          50.00        0.00
rule_periodic_k4     0.01       10          -200.25            -200.25            -200.25          50.00        0.00
rule_periodic_k4     0.01       10          -200.38            -200.38            -200.38          50.00        0.00
rule_periodic_k4     0.01       10          -200.50            -200.50            -200.50          50.00        0.00
rule_periodic_k4     0.02       10          -201.00            -201.00            -201.00          50.00        0.00
rule_periodic_k4     0.03       10          -201.50            -201.50            -201.50          50.00        0.00
rule_periodic_k4     0.05       10          -202.50            -202.50            -202.50          50.00        0.00
rule_periodic_k4     0.10       10          -205.00            -205.00            -205.00          50.00        0.00
rule_periodic_k4     0.20       10          -210.00            -210.00            -210.00          50.00        0.00
rule_periodic_k4     0.35       10          -217.50            -217.50            -217.50          50.00        0.00
rule_periodic_k4     0.66       10          -233.00            -233.00            -233.00          50.00        0.00
rule_periodic_k8     0.00       10          -200.00            -200.00            -200.00          25.00        0.00
rule_periodic_k8     0.00       10          -200.03            -200.03            -200.03          25.00        0.00
rule_periodic_k8     0.00       10          -200.05            -200.05            -200.05          25.00        0.00
rule_periodic_k8     0.00       10          -200.08            -200.08            -200.08          25.00        0.00
rule_periodic_k8     0.01       10          -200.12            -200.12            -200.12          25.00        0.00
rule_periodic_k8     0.01       10          -200.19            -200.19            -200.19          25.00        0.00
rule_periodic_k8     0.01       10          -200.25            -200.25            -200.25          25.00        0.00
rule_periodic_k8     0.02       10          -200.50            -200.50            -200.50          25.00        0.00
rule_periodic_k8     0.03       10          -200.75            -200.75            -200.75          25.00        0.00
rule_periodic_k8     0.05       10          -201.25            -201.25            -201.25          25.00        0.00
rule_periodic_k8     0.10       10          -202.50            -202.50            -202.50          25.00        0.00
rule_periodic_k8     0.20       10          -205.00            -205.00            -205.00          25.00        0.00
rule_periodic_k8     0.35       10          -208.75            -208.75            -208.75          25.00        0.00
rule_periodic_k8     0.66       10          -216.50            -216.50            -216.50          25.00        0.00
       rule_pump     0.00       10          -119.34            -119.57            -119.06         119.34        1.00
       rule_pump     0.00       10          -119.46            -119.69            -119.18         119.34        1.00
       rule_pump     0.00       10          -119.58            -119.81            -119.30         119.34        1.00
       rule_pump     0.00       10          -119.70            -119.93            -119.42         119.34        1.00
       rule_pump     0.01       10          -119.94            -120.17            -119.66         119.34        1.00
       rule_pump     0.01       10          -120.23            -120.47            -119.95         119.34        1.00
       rule_pump     0.01       10          -120.53            -120.77            -120.25         119.34        1.00
       rule_pump     0.02       10          -121.73            -121.96            -121.44         119.34        1.00
       rule_pump     0.03       10          -122.92            -123.16            -122.63         119.34        1.00
       rule_pump     0.05       10          -125.31            -125.55            -125.01         119.34        1.00
       rule_pump     0.10       10          -131.27            -131.53            -130.97         119.34        1.00
       rule_pump     0.20       10          -143.21            -143.49            -142.87         119.34        1.00
       rule_pump     0.35       10          -161.11            -161.42            -160.73         119.34        1.00
       rule_pump     0.66       10          -198.10            -198.49            -197.64         119.34        1.00
         temporl     0.00       10          -141.38            -159.39            -128.34         122.61        0.86
         temporl     0.00       10          -145.03            -170.80            -129.37         130.85        0.76
         temporl     0.00       10          -168.91            -195.45            -140.89         131.91        0.47
         temporl     0.00       10          -148.76            -174.22            -134.57         128.92        0.77
         temporl     0.01       10          -164.53            -194.10            -136.62         127.95        0.54
         temporl     0.01       10          -182.65            -200.08            -158.96         107.68        0.30
         temporl     0.01       10          -192.82            -200.33            -168.13          55.56        0.13
         temporl     0.02       10          -200.22            -200.89            -182.44          42.47        0.00
         temporl     0.03       10          -200.00            -201.00            -200.00           0.00        0.00
         temporl     0.05       10          -200.00            -201.67            -200.00           0.00        0.00
         temporl     0.10       10          -200.00            -200.00            -200.00           0.00        0.00
         temporl     0.20       10          -200.00            -200.00            -200.00           0.00        0.00
         temporl     0.35       10          -200.00            -200.00            -200.00           0.00        0.00
         temporl     0.66       10          -200.00            -200.00            -200.00           0.00        0.00
  λ* [dqn vs rule_pump] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [lazy vs rule_pump] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [temporl vs rule_pump] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [dqn vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [lazy vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [temporl vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  저장: results/aggregate/MountainCar-v0_iqm.csv, MountainCar-v0_lambda_star.json

===== MountainCar-v0@budget1M_epsconst =====
    agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
      dqn     0.00       10          -167.21            -191.78            -147.55         150.34        0.68
      dqn     0.00       10          -173.83            -200.13            -142.02         136.26        0.50
      dqn     0.00       10          -162.38            -190.21            -137.21         115.39        0.62
      dqn     0.01       10          -192.78            -200.44            -169.58          51.42        0.14
      dqn     0.03       10          -200.00            -200.33            -200.00           0.00        0.00
rule_best     0.00       10          -119.34            -119.57            -119.06         119.34        1.00
rule_best     0.00       10          -119.46            -119.69            -119.18         119.34        1.00
rule_best     0.00       10          -119.70            -119.93            -119.42         119.34        1.00
rule_best     0.01       10          -120.53            -120.77            -120.25         119.34        1.00
rule_best     0.03       10          -122.92            -123.16            -122.63         119.34        1.00
rule_noop     0.00       10          -200.00            -200.00            -200.00           0.00        0.00
rule_noop     0.00       10          -200.00            -200.00            -200.00           0.00        0.00
rule_noop     0.00       10          -200.00            -200.00            -200.00           0.00        0.00
rule_noop     0.01       10          -200.00            -200.00            -200.00           0.00        0.00
rule_noop     0.03       10          -200.00            -200.00            -200.00           0.00        0.00
rule_pump     0.00       10          -119.34            -119.57            -119.06         119.34        1.00
rule_pump     0.00       10          -119.46            -119.69            -119.18         119.34        1.00
rule_pump     0.00       10          -119.70            -119.93            -119.42         119.34        1.00
rule_pump     0.01       10          -120.53            -120.77            -120.25         119.34        1.00
rule_pump     0.03       10          -122.92            -123.16            -122.63         119.34        1.00
  λ* [dqn vs rule_pump] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [dqn vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  저장: results/aggregate/MountainCar-v0@budget1M_epsconst_iqm.csv, MountainCar-v0@budget1M_epsconst_lambda_star.json

===== MountainCar-v0@budget1M_epsdecay =====
agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
  dqn     0.00        5          -168.43            -200.00            -138.84         134.75        0.61
  저장: results/aggregate/MountainCar-v0@budget1M_epsdecay_iqm.csv, MountainCar-v0@budget1M_epsdecay_lambda_star.json

===== MountainCar-v0@budget1M_wide =====
agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
  dqn     0.00        5          -161.54            -200.00            -129.01         124.88        0.58
  저장: results/aggregate/MountainCar-v0@budget1M_wide_iqm.csv, MountainCar-v0@budget1M_wide_lambda_star.json

===== MountainCar-v0@switch =====
           agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
             dqn     0.00       10          -164.94            -181.42            -147.32           4.51        0.58
             dqn     2.00       10          -201.33            -202.00            -200.33           0.67        0.00
             dqn     5.00       10          -203.33            -205.00            -200.83           0.67        0.00
             dqn    10.00       10          -206.67            -210.00            -201.67           0.67        0.00
             dqn    18.00       10          -212.00            -218.00            -203.00           0.67        0.00
             dqn    26.00       10          -217.33            -226.00            -204.33           0.67        0.00
            lazy     0.00       10          -127.86            -151.59            -117.77           3.69        0.94
            lazy     2.00       10          -190.65            -201.67            -156.11           1.17        0.17
            lazy     5.00       10          -194.02            -204.17            -166.58           1.21        0.14
            lazy    10.00       10          -206.67            -219.37            -195.38           1.27        0.08
            lazy    18.00       10          -209.00            -222.95            -191.32           1.17        0.05
            lazy    26.00       10          -214.92            -240.22            -201.92           1.17        0.16
       rule_best     0.00       10          -119.34            -119.57            -119.06           3.00        1.00
       rule_best     2.00       10          -125.34            -125.57            -125.06           3.00        1.00
       rule_best     5.00       10          -134.34            -134.57            -134.06           3.00        1.00
       rule_best    10.00       10          -149.34            -149.57            -149.06           3.00        1.00
       rule_best    18.00       10          -173.34            -173.57            -173.06           3.00        1.00
       rule_best    26.00       10          -197.34            -197.57            -197.06           3.00        1.00
       rule_noop     0.00       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     2.00       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     5.00       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop    10.00       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop    18.00       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop    26.00       10          -200.00            -200.00            -200.00           0.00        0.00
rule_periodic_k1     0.00       10          -200.00            -200.00            -200.00           1.00        0.00
rule_periodic_k1     2.00       10          -202.00            -202.00            -202.00           1.00        0.00
rule_periodic_k1     5.00       10          -205.00            -205.00            -205.00           1.00        0.00
rule_periodic_k1    10.00       10          -210.00            -210.00            -210.00           1.00        0.00
rule_periodic_k1    18.00       10          -218.00            -218.00            -218.00           1.00        0.00
rule_periodic_k1    26.00       10          -226.00            -226.00            -226.00           1.00        0.00
rule_periodic_k4     0.00       10          -200.00            -200.00            -200.00         100.00        0.00
rule_periodic_k4     2.00       10          -400.00            -400.00            -400.00         100.00        0.00
rule_periodic_k4     5.00       10          -700.00            -700.00            -700.00         100.00        0.00
rule_periodic_k4    10.00       10         -1200.00           -1200.00           -1200.00         100.00        0.00
rule_periodic_k4    18.00       10         -2000.00           -2000.00           -2000.00         100.00        0.00
rule_periodic_k4    26.00       10         -2800.00           -2800.00           -2800.00         100.00        0.00
       rule_pump     0.00       10          -119.34            -119.57            -119.06           3.00        1.00
       rule_pump     2.00       10          -125.34            -125.57            -125.06           3.00        1.00
       rule_pump     5.00       10          -134.34            -134.57            -134.06           3.00        1.00
       rule_pump    10.00       10          -149.34            -149.57            -149.06           3.00        1.00
       rule_pump    18.00       10          -173.34            -173.57            -173.06           3.00        1.00
       rule_pump    26.00       10          -197.34            -197.57            -197.06           3.00        1.00
         temporl     0.00       10          -141.38            -159.39            -128.34           4.08        0.86
         temporl     2.00       10          -143.01            -161.53            -131.90           4.46        0.94
         temporl     5.00       10          -159.38            -176.83            -147.69           4.30        0.86
         temporl    10.00       10          -175.25            -202.01            -165.74           4.20        0.91
         temporl    18.00       10          -223.97            -265.21            -192.74           3.81        0.73
         temporl    26.00       10          -271.41            -459.12            -245.09           4.39        0.71
  λ* [dqn vs rule_pump] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [lazy vs rule_pump] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [temporl vs rule_pump] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [dqn vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [lazy vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  λ* [temporl vs rule_best] CI기준 0.0 / 점추정기준 0.0 — λ=0에서도 규칙을 못 이김 — 비용 때문이 아니라 학습 자체가 규칙보다 약함
  저장: results/aggregate/MountainCar-v0@switch_iqm.csv, MountainCar-v0@switch_lambda_star.json

===== MountainCar-v0@warmup50 =====
           agent      lam  n_seeds  cost_return_iqm  cost_return_ci_lo  cost_return_ci_hi  n_actions_iqm  solved_iqm
             dqn     0.01       10          -140.84            -169.81            -125.70         118.78        0.86
             dqn     0.02       10          -157.56            -185.26            -132.70         110.28        0.74
             dqn     0.05       10          -156.87            -183.94            -137.18          96.11        0.66
            lazy     0.01       10          -129.20            -147.63            -121.61         119.66        0.96
            lazy     0.02       10          -125.60            -151.96            -119.45         119.71        0.98
            lazy     0.05       10          -139.55            -158.59            -125.04         120.84        0.93
       rule_best     0.01       10          -120.53            -120.77            -120.25         119.34        1.00
       rule_best     0.02       10          -121.73            -121.96            -121.44         119.34        1.00
       rule_best     0.05       10          -125.31            -125.55            -125.01         119.34        1.00
       rule_noop     0.01       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.02       10          -200.00            -200.00            -200.00           0.00        0.00
       rule_noop     0.05       10          -200.00            -200.00            -200.00           0.00        0.00
rule_periodic_k1     0.01       10          -202.00            -202.00            -202.00         200.00        0.00
rule_periodic_k1     0.02       10          -204.00            -204.00            -204.00         200.00        0.00
rule_periodic_k1     0.05       10          -210.00            -210.00            -210.00         200.00        0.00
rule_periodic_k2     0.01       10          -201.00            -201.00            -201.00         100.00        0.00
rule_periodic_k2     0.02       10          -202.00            -202.00            -202.00         100.00        0.00
rule_periodic_k2     0.05       10          -205.00            -205.00            -205.00         100.00        0.00
rule_periodic_k4     0.01       10          -200.50            -200.50            -200.50          50.00        0.00
rule_periodic_k4     0.02       10          -201.00            -201.00            -201.00          50.00        0.00
rule_periodic_k4     0.05       10          -202.50            -202.50            -202.50          50.00        0.00
rule_periodic_k8     0.01       10          -200.25            -200.25            -200.25          25.00        0.00
rule_periodic_k8     0.02       10          -200.50            -200.50            -200.50          25.00        0.00
rule_periodic_k8     0.05       10          -201.25            -201.25            -201.25          25.00        0.00
       rule_pump     0.01       10          -120.53            -120.77            -120.25         119.34        1.00
       rule_pump     0.02       10          -121.73            -121.96            -121.44         119.34        1.00
       rule_pump     0.05       10          -125.31            -125.55            -125.01         119.34        1.00
         temporl     0.01       10          -152.31            -177.02            -137.39         128.36        0.72
         temporl     0.02       10          -163.83            -189.27            -141.47         113.39        0.60
         temporl     0.05       10          -170.65            -191.55            -151.76         122.68        0.55
  λ* [dqn vs rule_pump] CI기준 0.01 / 점추정기준 0.01 — 격자 안에서 교차 지점 발견
  λ* [lazy vs rule_pump] CI기준 0.01 / 점추정기준 0.01 — 격자 안에서 교차 지점 발견
  λ* [temporl vs rule_pump] CI기준 0.01 / 점추정기준 0.01 — 격자 안에서 교차 지점 발견
  λ* [dqn vs rule_best] CI기준 0.01 / 점추정기준 0.01 — 격자 안에서 교차 지점 발견
  λ* [lazy vs rule_best] CI기준 0.01 / 점추정기준 0.01 — 격자 안에서 교차 지점 발견
  λ* [temporl vs rule_best] CI기준 0.01 / 점추정기준 0.01 — 격자 안에서 교차 지점 발견
  저장: results/aggregate/MountainCar-v0@warmup50_iqm.csv, MountainCar-v0@warmup50_lambda_star.json
  → 완료 · 717초

==========================================================================
[2/10 인과 비교] 
==========================================================================
========================================================================================================
인과 실험 — 비용을 처음부터 물릴 때 vs 절반 뒤에 켤 때 (MountainCar-v0, 같은 예산·시드)
========================================================================================================
      λ 계열         조건             시드    r′ IQM               95% CI        행동    도달률 판정                                    
   0.01 표준 DQN     처음부터 비용        10    -197.5     [-200.1, -181.2]      33.5     3%                                       
   0.01 표준 DQN     절반 뒤 비용        10    -140.8     [-169.8, -125.7]     118.8    86% 탐험 실패 (워밍업 쪽이 도달률도 점수도 높다)            
   0.01 TempoRL    처음부터 비용        10    -192.8     [-200.3, -168.1]      55.6    13%                                       
   0.01 TempoRL    절반 뒤 비용        10    -152.3     [-177.0, -137.4]     128.4    72% 차이 불확실 (신뢰구간이 겹친다)                    
   0.01 Lazy-MDP   처음부터 비용        10    -155.8     [-174.6, -133.2]     122.8    64%                                       
   0.01 Lazy-MDP   절반 뒤 비용        10    -129.2     [-147.6, -121.6]     119.7    96% 차이 불확실 (신뢰구간이 겹친다)                    
   0.02 표준 DQN     처음부터 비용        10    -200.4     [-201.2, -200.0]      21.8     0%                                       
   0.02 표준 DQN     절반 뒤 비용        10    -157.6     [-185.3, -132.7]     110.3    74% 탐험 실패 (워밍업 쪽이 도달률도 점수도 높다)            
   0.02 TempoRL    처음부터 비용        10    -200.2     [-200.9, -182.4]      42.5     0%                                       
   0.02 TempoRL    절반 뒤 비용        10    -163.8     [-189.3, -141.5]     113.4    60% 차이 불확실 (신뢰구간이 겹친다)                    
   0.02 Lazy-MDP   처음부터 비용        10    -159.1     [-189.3, -129.2]     105.2    59%                                       
   0.02 Lazy-MDP   절반 뒤 비용        10    -125.6     [-152.0, -119.5]     119.7    98% 차이 불확실 (신뢰구간이 겹친다)                    
   0.05 표준 DQN     처음부터 비용        10    -200.0     [-200.6, -200.0]       0.0     0%                                       
   0.05 표준 DQN     절반 뒤 비용        10    -156.9     [-183.9, -137.2]      96.1    66% 탐험 실패 (워밍업 쪽이 도달률도 점수도 높다)            
   0.05 TempoRL    처음부터 비용        10    -200.0     [-201.7, -200.0]       0.0     0%                                       
   0.05 TempoRL    절반 뒤 비용        10    -170.6     [-191.5, -151.8]     122.7    55% 탐험 실패 (워밍업 쪽이 도달률도 점수도 높다)            
   0.05 Lazy-MDP   처음부터 비용        10    -187.2     [-200.0, -157.9]      43.1    22%                                       
   0.05 Lazy-MDP   절반 뒤 비용        10    -139.6     [-158.6, -125.0]     120.8    93% 탐험 실패 (워밍업 쪽이 목표에 더 자주 닿는다)           
========================================================================================================
요약: 비교 9건 중 '탐험 실패' 5건 · '무행동이 최적해' 0건 · 나머지 4건은 판정 보류(신뢰구간 겹침)
저장: results\aggregate\causal_warmup.json
  → 완료 · 24초

==========================================================================
[3/10 작업용 그림] --env all
==========================================================================
[LunarLander-v3] 그림 생성
  저장: results\figures\LunarLander-v3_lambda_map_cost_return.png
  저장: results\figures\LunarLander-v3_lambda_map_raw_return.png
  저장: results\figures\LunarLander-v3_action_map.png
  저장: results\figures\LunarLander-v3_learning_curves.png
[LunarLander-v3@budget1M] 그림 생성
  저장: results\figures\LunarLander-v3@budget1M_lambda_map_cost_return.png
  저장: results\figures\LunarLander-v3@budget1M_lambda_map_raw_return.png
  저장: results\figures\LunarLander-v3@budget1M_action_map.png
  저장: results\figures\LunarLander-v3@budget1M_learning_curves.png
[LunarLander-v3@tunedbase] 그림 생성
  저장: results\figures\LunarLander-v3@tunedbase_lambda_map_cost_return.png
  저장: results\figures\LunarLander-v3@tunedbase_lambda_map_raw_return.png
  저장: results\figures\LunarLander-v3@tunedbase_action_map.png
  저장: results\figures\LunarLander-v3@tunedbase_learning_curves.png
[MinAtar_Freeway-v1] 그림 생성
  저장: results\figures\MinAtar_Freeway-v1_lambda_map_cost_return.png
  저장: results\figures\MinAtar_Freeway-v1_lambda_map_raw_return.png
  저장: results\figures\MinAtar_Freeway-v1_action_map.png
  저장: results\figures\MinAtar_Freeway-v1_learning_curves.png
[MinAtar_Freeway-v1@budget1M] 그림 생성
  저장: results\figures\MinAtar_Freeway-v1@budget1M_lambda_map_cost_return.png
  저장: results\figures\MinAtar_Freeway-v1@budget1M_lambda_map_raw_return.png
  저장: results\figures\MinAtar_Freeway-v1@budget1M_action_map.png
  저장: results\figures\MinAtar_Freeway-v1@budget1M_learning_curves.png
[MountainCar-v0] 그림 생성
  저장: results\figures\MountainCar-v0_lambda_map_cost_return.png
  저장: results\figures\MountainCar-v0_lambda_map_raw_return.png
  저장: results\figures\MountainCar-v0_action_map.png
  저장: results\figures\MountainCar-v0_learning_curves.png
